state,District,City
Gujarat,GIR SOMNATH,Una
Gujarat,GIR SOMNATH,Veraval
Gujarat,CHHOTAUDEPUR,Chhota Udepur
Gujarat,MORBI,Halvad
Gujarat,MORBI,Tankara
Gujarat,MORBI,Wankaner
Daman & Diu,,
Daman & Diu,,Daman
Daman & Diu,,Diu
Dadra & Nagar Haveli,,Amboli
Dadra & Nagar Haveli,,Dadra
Dadra & Nagar Haveli,,Silvassa
Maharashtra,,
Maharashtra,,Kolhar Budrukh
Maharashtra,,Parli Vaijnath
Maharashtra,,Abhona
Maharashtra,,Adgaon
Maharashtra,,Agashi
Maharashtra,,Ambewadi
Maharashtra,,Apta
Maharashtra,,Arnalapada
Maharashtra,,Badnera
Maharashtra,,Barsi
Maharashtra,,Bilashi
Maharashtra,,Borivali
Maharashtra,,Brahmanpuri
Maharashtra,,Daryapur
Maharashtra,,Deulgaon Raja
Maharashtra,,Diveagar
Maharashtra,,Dongaon
Maharashtra,,Erandol
Maharashtra,,Ghoti
Maharashtra,,Ghoti Budrukh
Maharashtra,,Hiwarkhed
Maharashtra,,Jalgaon
Maharashtra,,Juhu
Maharashtra,,Kalva
Maharashtra,,Kamthi
Maharashtra,,Karanja
Maharashtra,,Kasa Khurd
Maharashtra,,Kasansur
Maharashtra,,Katgun
Maharashtra,,Katol
Maharashtra,,Khalapur
Maharashtra,,Khamla
Maharashtra,,Khar West
Maharashtra,,Khiroda
Maharashtra,,Kodoli
Maharashtra,,Koregaon
Maharashtra,,Lakhandur
Maharashtra,,Lasalgaon
Maharashtra,,Loha
Maharashtra,,Lonar
Maharashtra,,Madh
Maharashtra,,Mahim
Maharashtra,,Mahim
Maharashtra,,Mahindale
Maharashtra,,Malabar Hill
Maharashtra,,Malad
Maharashtra,,Malgaon
Maharashtra,,Malkapur
Maharashtra,,Malkapur
Maharashtra,,Manora
Maharashtra,,Murum
Maharashtra,,Nagothana
Maharashtra,,Nandura
Maharashtra,,Nardana
Maharashtra,,Nariman Point
Maharashtra,,Narkhed
Maharashtra,,Nighoj
Maharashtra,,Nirmal
Maharashtra,,Parsivni
Maharashtra,,Patan
Maharashtra,,Pathardi
Maharashtra,,Pirangut
Maharashtra,,Rahimatpur
Maharashtra,,Raver
Maharashtra,,Rukadi
Maharashtra,,Sakri
Maharashtra,,Salekasa
Maharashtra,,Satgaon
Maharashtra,,Sewri
Maharashtra,,Shendurni
Maharashtra,,Shirol
Maharashtra,,SonÃ„Âri
Maharashtra,,Tandur
Maharashtra,,Tirora
Maharashtra,,Vangaon
Maharashtra,,Vani
Maharashtra,,Vesava
Maharashtra,,Vinchur
Maharashtra,,Vite
Maharashtra,,Wangi
Maharashtra,,Yavat
Maharashtra,,Yerwada
Maharashtra,Nandurbar,Nandurbar
Maharashtra,Nandurbar,Navapur
Maharashtra,Nandurbar,Shahada
Maharashtra,Nandurbar,Shahada
Maharashtra,Nandurbar,Taloda
Maharashtra,Dhule,Babhulvadi
Maharashtra,Dhule,Dhule
Maharashtra,Dhule,Dondaicha
Maharashtra,Dhule,Shirpur
Maharashtra,Jalgaon,Adavad
Maharashtra,Jalgaon,Akulkheda
Maharashtra,Jalgaon,Amalner
Maharashtra,Jalgaon,Bhusaval
Maharashtra,Jalgaon,Chahardi
Maharashtra,Jalgaon,Chalisgaon
Maharashtra,Jalgaon,Chopda
Maharashtra,Jalgaon,Dharangaon
Maharashtra,Jalgaon,Faizpur
Maharashtra,Jalgaon,Jalgaon Jamod
Maharashtra,Jalgaon,Jamner
Maharashtra,Jalgaon,Pachora
Maharashtra,Jalgaon,Parola
Maharashtra,Jalgaon,Savda
Maharashtra,Jalgaon,Varangaon
Maharashtra,Buldana,Amdapur
Maharashtra,Buldana,Buldana
Maharashtra,Buldana,Chikhali
Maharashtra,Buldana,Chikhli
Maharashtra,Buldana,Chikhli
Maharashtra,Buldana,Mehekar
Maharashtra,Buldana,Nandura Buzurg
Maharashtra,Buldana,Shegaon
Maharashtra,Akola,Akola
Maharashtra,Akola,Akot
Maharashtra,Akola,Ambikapur
Maharashtra,Washim,Risod
Maharashtra,Washim,Washim
Maharashtra,Amravati,Achalpur
Maharashtra,Amravati,Amravati
Maharashtra,Amravati,Chandur
Maharashtra,Amravati,Chandur Bazar
Maharashtra,Amravati,Paratwada
Maharashtra,Amravati,Tarubanda
Maharashtra,Amravati,Warud
Maharashtra,Wardha,Arvi
Maharashtra,Wardha,Hinganghat
Maharashtra,Wardha,Pulgaon
Maharashtra,Wardha,Wardha
Maharashtra,Nagpur,Bela
Maharashtra,Nagpur,Mahendri
Maharashtra,Nagpur,Mahendri
Maharashtra,Nagpur,Nagpur
Maharashtra,Nagpur,Ramtek
Maharashtra,Nagpur,Saoner
Maharashtra,Nagpur,Umred
Maharashtra,Bhandara,Bhandara
Maharashtra,Bhandara,Lakhani
Maharashtra,Bhandara,Sakoli
Maharashtra,Gondia,Amgaon
Maharashtra,Gondia,Gondia
Maharashtra,Gadchiroli,Allapalli
Maharashtra,Gadchiroli,Desaiganj
Maharashtra,Gadchiroli,Gogaon
Maharashtra,Gadchiroli,Gogaon
Maharashtra,Gadchiroli,Sironcha
Maharashtra,Chandrapur,Ballarpur
Maharashtra,Chandrapur,Bramhapuri
Maharashtra,Chandrapur,Chanda
Maharashtra,Chandrapur,Chandrapur
Maharashtra,Chandrapur,Mesa
Maharashtra,Chandrapur,Rajura
Maharashtra,Chandrapur,Sindewahi
Maharashtra,Chandrapur,Talodhi
Maharashtra,Chandrapur,Talodhi
Maharashtra,Chandrapur,Talodhi
Maharashtra,Chandrapur,Warora
Maharashtra,Yavatmal,Dhanki
Maharashtra,Yavatmal,Ghatanji
Maharashtra,Yavatmal,Mahagaon
Maharashtra,Yavatmal,Maregaon
Maharashtra,Yavatmal,Maregaon
Maharashtra,Yavatmal,Pandharkawada
Maharashtra,Yavatmal,Pandharkawada
Maharashtra,Yavatmal,Pusad
Maharashtra,Yavatmal,Wani
Maharashtra,Yavatmal,Yavatmal
Maharashtra,Nanded,Dharmabad
Maharashtra,Nanded,Nanded
Maharashtra,Hingoli,Basmat
Maharashtra,Hingoli,Hingoli
Maharashtra,Parbhani,Parbhani
Maharashtra,Parbhani,Pathri
Maharashtra,Parbhani,Purna
Maharashtra,Parbhani,Selu
Maharashtra,Parbhani,Selu
Maharashtra,Jalna,Ambad
Maharashtra,Jalna,Ambad
Maharashtra,Jalna,Bhokardan
Maharashtra,Jalna,Jalna
Maharashtra,Jalna,Partur
Maharashtra,Aurangabad,Aurangabad
Maharashtra,Aurangabad,Chitegaon
Maharashtra,Aurangabad,Gangapur
Maharashtra,Aurangabad,Jaipur
Maharashtra,Aurangabad,Kannad
Maharashtra,Aurangabad,Sillod
Maharashtra,Aurangabad,Sirsala
Maharashtra,Aurangabad,Vaijapur
Maharashtra,Nashik,Bharam
Maharashtra,Nashik,Igatpuri
Maharashtra,Nashik,Malegaon
Maharashtra,Nashik,Nandgaon
Maharashtra,Nashik,Nashik
Maharashtra,Nashik,Niphad
Maharashtra,Nashik,Pimpalgaon Baswant
Maharashtra,Nashik,Satana
Maharashtra,Nashik,Shirdi
Maharashtra,Nashik,Sinnar
Maharashtra,Nashik,Surgana
Maharashtra,Nashik,Tisgaon
Maharashtra,Nashik,Yeola
Maharashtra,Thane,Ambarnath
Maharashtra,Thane,Badlapur
Maharashtra,Thane,Belapur
Maharashtra,Thane,Bhandup
Maharashtra,Thane,Bhiwandi
Maharashtra,Thane,Diva
Maharashtra,Thane,Dombivali
Maharashtra,Thane,Ghansoli
Maharashtra,Thane,Kalyan
Maharashtra,Thane,Kasara
Maharashtra,Thane,Manda
Maharashtra,Thane,Mira Road
Maharashtra,Thane,Murbad
Maharashtra,Thane,Padghe
Maharashtra,Thane,Shahapur
Maharashtra,Thane,Thane
Maharashtra,Thane,Ulhasnagar
Maharashtra,Thane,Vangani
Maharashtra,Thane,Vasind
Maharashtra,Thane,Vikhroli
Maharashtra,Mumbai,Andheri
Maharashtra,Mumbai,Andheri East
Maharashtra,Mumbai,Bandra
Maharashtra,Mumbai,Bandra Kurla Complex
Maharashtra,Mumbai,Borivali West
Maharashtra,Mumbai,Chembur
Maharashtra,Mumbai,Chinchpokli
Maharashtra,Mumbai,Colaba
Maharashtra,Mumbai,Cumballa Hill
Maharashtra,Mumbai,Danda
Maharashtra,Mumbai,Dharavi
Maharashtra,Mumbai,Ghatkopar
Maharashtra,Mumbai,Goregaon
Maharashtra,Mumbai,Goregaon
Maharashtra,Mumbai,Goregaon East
Maharashtra,Mumbai,Kurla
Maharashtra,Mumbai,Kurla West
Maharashtra,Mumbai,Matunga
Maharashtra,Mumbai,Mulund East
Maharashtra,Mumbai,Mulund West
Maharashtra,Mumbai,Mumbai
Maharashtra,Mumbai,Vashi
Maharashtra,Mumbai,Vashi
Maharashtra,Mumbai,Vile Parle
Maharashtra,Mumbai,Worli
Maharashtra,Raigad,Alibag
Maharashtra,Raigad,Ashtami
Maharashtra,Raigad,Bokadvira
Maharashtra,Raigad,Kalamboli
Maharashtra,Raigad,Karjat
Maharashtra,Raigad,Kharghar
Maharashtra,Raigad,Khopoli
Maharashtra,Raigad,Kolad
Maharashtra,Raigad,Mahad
Maharashtra,Raigad,Mangaon
Maharashtra,Raigad,Mangaon
Maharashtra,Raigad,Mangaon
Maharashtra,Raigad,Matheran
Maharashtra,Raigad,Mohope
Maharashtra,Raigad,Mora
Maharashtra,Raigad,Murud
Maharashtra,Raigad,Neral
Maharashtra,Raigad,Pali
Maharashtra,Raigad,Pali
Maharashtra,Raigad,Pen
Maharashtra,Raigad,Roha
Maharashtra,Raigad,Tala
Maharashtra,Raigad,Uran
Maharashtra,Pune,Talegaon Dabhade
Maharashtra,Pune,Aundh
Maharashtra,Pune,Baramati
Maharashtra,Pune,Bhor
Maharashtra,Pune,Chakan
Maharashtra,Pune,Chinchvad
Maharashtra,Pune,Daund
Maharashtra,Pune,Deccan Gymkhana
Maharashtra,Pune,Dehu
Maharashtra,Pune,Hadapsar
Maharashtra,Pune,Indapur
Maharashtra,Pune,Jejuri
Maharashtra,Pune,Junnar
Maharashtra,Pune,Kamshet
Maharashtra,Pune,Khamgaon
Maharashtra,Pune,Khandala
Maharashtra,Pune,Lavasa
Maharashtra,Pune,Lonavla
Maharashtra,Pune,Loni Kalbhor
Maharashtra,Pune,Manchar
Maharashtra,Pune,Narayangaon
Maharashtra,Pune,Nasrapur
Maharashtra,Pune,Otur
Maharashtra,Pune,Pimpri
Maharashtra,Pune,Pimpri
Maharashtra,Pune,Pimpri-Chinchwad
Maharashtra,Pune,Pune
Maharashtra,Pune,Rajgurunagar
Maharashtra,Pune,Shikrapur
Maharashtra,Pune,Shirur
Maharashtra,Ahmednagar,Ahmednagar
Maharashtra,Ahmednagar,Jamkhed
Maharashtra,Ahmednagar,Kopargaon
Maharashtra,Ahmednagar,Kotul
Maharashtra,Ahmednagar,Loni
Maharashtra,Ahmednagar,Loni
Maharashtra,Ahmednagar,Nevasa
Maharashtra,Ahmednagar,Parner
Maharashtra,Ahmednagar,Rahata
Maharashtra,Ahmednagar,Rahuri
Maharashtra,Ahmednagar,Ranjangaon
Maharashtra,Ahmednagar,Sangamner
Maharashtra,Ahmednagar,Shevgaon
Maharashtra,Ahmednagar,Shrigonda
Maharashtra,Beed,Ambajogai
Maharashtra,Beed,Ashti
Maharashtra,Beed,Beed
Maharashtra,Beed,Bid
Maharashtra,Beed,Kaij
Maharashtra,Beed,Majalgaon
Maharashtra,Latur,Ahmadpur
Maharashtra,Latur,Ausa
Maharashtra,Latur,Latur
Maharashtra,Latur,Nilanga
Maharashtra,Latur,Shirur Anantpal
Maharashtra,Latur,Udgir
Maharashtra,Osmanabad,Kallam
Maharashtra,Osmanabad,Osmanabad
Maharashtra,Osmanabad,Tuljapur
Maharashtra,Solapur,Akluj
Maharashtra,Solapur,Karmala
Maharashtra,Solapur,Pandharpur
Maharashtra,Solapur,Sangola
Maharashtra,Solapur,Solapur
Maharashtra,Satara,Lonand
Maharashtra,Satara,Mahabaleshwar
Maharashtra,Satara,Panchgani
Maharashtra,Satara,Phaltan
Maharashtra,Satara,Satara
Maharashtra,Satara,Shirwal
Maharashtra,Satara,Umbraj
Maharashtra,Satara,Vaduj
Maharashtra,Satara,Wai
Maharashtra,Ratnagiri,Chiplun
Maharashtra,Ratnagiri,Dapoli
Maharashtra,Ratnagiri,Guhagar
Maharashtra,Ratnagiri,Islampur
Maharashtra,Ratnagiri,Islampur
Maharashtra,Ratnagiri,Khed
Maharashtra,Ratnagiri,Khed
Maharashtra,Ratnagiri,Rajapur
Maharashtra,Ratnagiri,Ratnagiri
Maharashtra,Sindhudurg,Banda
Maharashtra,Sindhudurg,Kankauli
Maharashtra,Sindhudurg,Kharepatan
Maharashtra,Sindhudurg,Kudal
Maharashtra,Sindhudurg,Malvan
Maharashtra,Sindhudurg,Oros
Maharashtra,Sindhudurg,Sawantwadi
Maharashtra,Sindhudurg,Vengurla
Maharashtra,Kolhapur,Chandgad
Maharashtra,Kolhapur,Gadhinglaj
Maharashtra,Kolhapur,Ganeshwadi
Maharashtra,Kolhapur,Ichalkaranji
Maharashtra,Kolhapur,Jaisingpur
Maharashtra,Kolhapur,Kagal
Maharashtra,Kolhapur,Kolhapur
Maharashtra,Kolhapur,Murgud
Maharashtra,Kolhapur,Peth Vadgaon
Maharashtra,Sangli,Anjani
Maharashtra,Sangli,Kadegaon
Maharashtra,Sangli,Karad
Maharashtra,Sangli,Miraj
Maharashtra,Sangli,Palus
Maharashtra,Sangli,Ranjani
Maharashtra,Sangli,Ranjani
Maharashtra,Sangli,Sangli
Maharashtra,Sangli,Tasgaon
Maharashtra,Sangli,Vita
Maharashtra,Palghar,Boisar
Maharashtra,Palghar,Dahanu
Maharashtra,Palghar,Dahigaon
Maharashtra,Palghar,Dahigaon
Maharashtra,Palghar,Gholvad
Maharashtra,Palghar,Jawhar
Maharashtra,Palghar,Palghar
Maharashtra,Palghar,Panvel
Maharashtra,Palghar,Raipur
Maharashtra,Palghar,Sopara
Maharashtra,Palghar,Sopara
Maharashtra,Palghar,Vasai
Maharashtra,Palghar,Vasai
Maharashtra,Palghar,Virar
Maharashtra,Palghar,Wada
Andhra Pradesh,,
Andhra Pradesh,,Ambajipeta
Andhra Pradesh,,Ammulapalem
Andhra Pradesh,,Anigandlapadu
Andhra Pradesh,,Annavarappadu
Andhra Pradesh,,Bhadrachalam
Andhra Pradesh,,Bhupasamudram
Andhra Pradesh,,Bhushanagulla
Andhra Pradesh,,Bogolu
Andhra Pradesh,,Chilukuru
Andhra Pradesh,,Dargamitta
Andhra Pradesh,,Dharmajigudem
Andhra Pradesh,,Doddipatla
Andhra Pradesh,,Gajuwaka
Andhra Pradesh,,Gollamudi
Andhra Pradesh,,Gunadala
Andhra Pradesh,,I.Polavaram
Andhra Pradesh,,Iruvaram
Andhra Pradesh,,Kalakada
Andhra Pradesh,,Kannapuram
Andhra Pradesh,,Kapileswarapuram
Andhra Pradesh,,Kondapur
Andhra Pradesh,,Kopalle
Andhra Pradesh,,Kovur
Andhra Pradesh,,Mandadam
Andhra Pradesh,,Narasingapuram
Andhra Pradesh,,Paralakhemundi
Andhra Pradesh,,Peddapalli
Andhra Pradesh,,Penamaluru
Andhra Pradesh,,Penuganchiprolu
Andhra Pradesh,,Penumantra
Andhra Pradesh,,Ponnuru
Andhra Pradesh,,Rajampeta
Andhra Pradesh,,Rajavommangi
Andhra Pradesh,,Sabbavaram
Andhra Pradesh,,Tadikonda
Andhra Pradesh,,Talaricheruvu
Andhra Pradesh,Srikakulam,Aguru
Andhra Pradesh,Srikakulam,Ichchapuram
Andhra Pradesh,Srikakulam,Narasannapeta
Andhra Pradesh,Srikakulam,Palasa
Andhra Pradesh,Srikakulam,Ponduru
Andhra Pradesh,Srikakulam,Rajam
Andhra Pradesh,Srikakulam,Srikakulam
Andhra Pradesh,Srikakulam,Tekkali
Andhra Pradesh,Vizianagaram,Bobbili
Andhra Pradesh,Vizianagaram,Garividi
Andhra Pradesh,Vizianagaram,Parvathipuram
Andhra Pradesh,Vizianagaram,Salur
Andhra Pradesh,Vizianagaram,Vizianagaram
Andhra Pradesh,Visakhapatnam,Akkayyapalem
Andhra Pradesh,Visakhapatnam,Anakapalle
Andhra Pradesh,Visakhapatnam,Chodavaram
Andhra Pradesh,Visakhapatnam,Madhurawada
Andhra Pradesh,Visakhapatnam,Maharanipeta
Andhra Pradesh,Visakhapatnam,Narsipatnam
Andhra Pradesh,Visakhapatnam,Paderu
Andhra Pradesh,Visakhapatnam,Payakaraopeta
Andhra Pradesh,Visakhapatnam,Visakhapatnam
Andhra Pradesh,East Godavari,Amalapuram
Andhra Pradesh,East Godavari,Anaparthy
Andhra Pradesh,East Godavari,Annavaram
Andhra Pradesh,East Godavari,Annavaram
Andhra Pradesh,East Godavari,Bhadravaram
Andhra Pradesh,East Godavari,Bikkavolu
Andhra Pradesh,East Godavari,Dowlaiswaram
Andhra Pradesh,East Godavari,Kadiyam
Andhra Pradesh,East Godavari,Kakinada
Andhra Pradesh,East Godavari,Kirlampudi
Andhra Pradesh,East Godavari,Kondapalle
Andhra Pradesh,East Godavari,Malikipuram
Andhra Pradesh,East Godavari,Mandapeta
Andhra Pradesh,East Godavari,Mummidivaram
Andhra Pradesh,East Godavari,Peddapuram
Andhra Pradesh,East Godavari,Pithapuram
Andhra Pradesh,East Godavari,Rajahmundry
Andhra Pradesh,East Godavari,Ramachandrapuram
Andhra Pradesh,East Godavari,Ramachandrapuram
Andhra Pradesh,East Godavari,Rampachodavaram
Andhra Pradesh,East Godavari,Ravulapalem
Andhra Pradesh,East Godavari,Razole
Andhra Pradesh,East Godavari,Samalkot
Andhra Pradesh,East Godavari,Tuni
Andhra Pradesh,East Godavari,Vaddapalli
Andhra Pradesh,East Godavari,Yanam
Andhra Pradesh,West Godavari,Aibhimavaram
Andhra Pradesh,West Godavari,Akividu
Andhra Pradesh,West Godavari,Attili
Andhra Pradesh,West Godavari,Bhimadolu
Andhra Pradesh,West Godavari,Bhimavaram
Andhra Pradesh,West Godavari,Borrampalem
Andhra Pradesh,West Godavari,Chilakapadu
Andhra Pradesh,West Godavari,Chintalapudi
Andhra Pradesh,West Godavari,Chintalapudi
Andhra Pradesh,West Godavari,Duvva
Andhra Pradesh,West Godavari,Eluru
Andhra Pradesh,West Godavari,Ganapavaram
Andhra Pradesh,West Godavari,Ganapavaram
Andhra Pradesh,West Godavari,Gopannapalem
Andhra Pradesh,West Godavari,Gudivakalanka
Andhra Pradesh,West Godavari,Kamavarapukota
Andhra Pradesh,West Godavari,Kovvur
Andhra Pradesh,West Godavari,Koyyalagudem
Andhra Pradesh,West Godavari,Koyyalagudem
Andhra Pradesh,West Godavari,Lingapalem
Andhra Pradesh,West Godavari,Maruteru
Andhra Pradesh,West Godavari,Mogalturru
Andhra Pradesh,West Godavari,Nallajerla
Andhra Pradesh,West Godavari,Narasapuram
Andhra Pradesh,West Godavari,Nidadavole
Andhra Pradesh,West Godavari,Palakollu
Andhra Pradesh,West Godavari,Penugonda
Andhra Pradesh,West Godavari,Pippara
Andhra Pradesh,West Godavari,Tadepallegudem
Andhra Pradesh,West Godavari,Tanuku
Andhra Pradesh,West Godavari,Undi
Andhra Pradesh,West Godavari,Unguturu
Andhra Pradesh,West Godavari,Velagadurru
Andhra Pradesh,Krishna,Avanigadda
Andhra Pradesh,Krishna,Bantumilli
Andhra Pradesh,Krishna,Chagantipadu
Andhra Pradesh,Krishna,Chandrala
Andhra Pradesh,Krishna,Chevitikallu
Andhra Pradesh,Krishna,Enikepadu
Andhra Pradesh,Krishna,Gampalagudem
Andhra Pradesh,Krishna,Gannavaram
Andhra Pradesh,Krishna,Gannavaram
Andhra Pradesh,Krishna,Ghantasala
Andhra Pradesh,Krishna,Gollapudi
Andhra Pradesh,Krishna,Gudivada
Andhra Pradesh,Krishna,Gudlavalleru
Andhra Pradesh,Krishna,Ibrahimpatnam
Andhra Pradesh,Krishna,Jaggayyapeta
Andhra Pradesh,Krishna,Kaikalur
Andhra Pradesh,Krishna,Kankipadu
Andhra Pradesh,Krishna,Kanuru
Andhra Pradesh,Krishna,Korlagunta
Andhra Pradesh,Krishna,Machilipatnam
Andhra Pradesh,Krishna,Manikonda
Andhra Pradesh,Krishna,Nagayalanka
Andhra Pradesh,Krishna,Nandigama
Andhra Pradesh,Krishna,Nandigama
Andhra Pradesh,Krishna,Nunna
Andhra Pradesh,Krishna,Nuzvid
Andhra Pradesh,Krishna,Pamarru
Andhra Pradesh,Krishna,Pedana
Andhra Pradesh,Krishna,Poranki
Andhra Pradesh,Krishna,Telaprolu
Andhra Pradesh,Krishna,Vijayawada
Andhra Pradesh,Krishna,Vuyyuru
Andhra Pradesh,Guntur,Achampet
Andhra Pradesh,Guntur,Adigoppula
Andhra Pradesh,Guntur,Anantavaram
Andhra Pradesh,Guntur,Anantavaram
Andhra Pradesh,Guntur,Bapatla
Andhra Pradesh,Guntur,Durgi
Andhra Pradesh,Guntur,Guntur
Andhra Pradesh,Guntur,Kollipara
Andhra Pradesh,Guntur,Kolluru
Andhra Pradesh,Guntur,Krosuru
Andhra Pradesh,Guntur,Macherla
Andhra Pradesh,Guntur,Mangalagiri
Andhra Pradesh,Guntur,Namburu
Andhra Pradesh,Guntur,Narasaraopet
Andhra Pradesh,Guntur,Piduguralla
Andhra Pradesh,Guntur,Ponnur
Andhra Pradesh,Guntur,Repalle
Andhra Pradesh,Guntur,Sattenapalle
Andhra Pradesh,Guntur,Tadepalle
Andhra Pradesh,Guntur,Tadepalle
Andhra Pradesh,Guntur,Thenali
Andhra Pradesh,Guntur,Undavalli
Andhra Pradesh,Guntur,Velagapudi
Andhra Pradesh,Guntur,Vinukonda
Andhra Pradesh,Prakasam,Addanki
Andhra Pradesh,Prakasam,Ballikurava
Andhra Pradesh,Prakasam,Chirala
Andhra Pradesh,Prakasam,Cumbum
Andhra Pradesh,Prakasam,Darsi
Andhra Pradesh,Prakasam,Giddalur
Andhra Pradesh,Prakasam,Inkollu
Andhra Pradesh,Prakasam,Kandukur
Andhra Pradesh,Prakasam,Kanigiri
Andhra Pradesh,Prakasam,Maddipadu
Andhra Pradesh,Prakasam,Markapur
Andhra Pradesh,Prakasam,Markapuram
Andhra Pradesh,Prakasam,Medarametla
Andhra Pradesh,Prakasam,Ongole
Andhra Pradesh,Prakasam,Podili
Andhra Pradesh,Prakasam,Singarayakonda
Andhra Pradesh,Prakasam,Vetapalem
Andhra Pradesh,Nellore,Akkampeta
Andhra Pradesh,Nellore,Akkampeta
Andhra Pradesh,Nellore,Chillakur
Andhra Pradesh,Nellore,Gudipallipadu
Andhra Pradesh,Nellore,Gudur
Andhra Pradesh,Nellore,Irakam
Andhra Pradesh,Nellore,Kavali
Andhra Pradesh,Nellore,Nayudupet
Andhra Pradesh,Nellore,Nellore
Andhra Pradesh,Nellore,Suluru
Andhra Pradesh,Nellore,Tada
Andhra Pradesh,Nellore,Venkatagiri
Andhra Pradesh,Kadapa,Ambakapalle
Andhra Pradesh,Kadapa,Badvel
Andhra Pradesh,Kadapa,Boyanapalli
Andhra Pradesh,Kadapa,Jammalamadugu
Andhra Pradesh,Kadapa,Kadapa
Andhra Pradesh,Kadapa,Kodur
Andhra Pradesh,Kadapa,Porumamilla
Andhra Pradesh,Kadapa,Proddatur
Andhra Pradesh,Kadapa,Rayachoti
Andhra Pradesh,Kadapa,Razampeta
Andhra Pradesh,Kadapa,Vempalle
Andhra Pradesh,Kurnool,Adoni
Andhra Pradesh,Kurnool,Allagadda
Andhra Pradesh,Kurnool,Alur
Andhra Pradesh,Kurnool,Atmakur
Andhra Pradesh,Kurnool,Bondaladinne
Andhra Pradesh,Kurnool,Dhone
Andhra Pradesh,Kurnool,Kurnool
Andhra Pradesh,Kurnool,Nandyal
Andhra Pradesh,Kurnool,Nereducherla
Andhra Pradesh,Kurnool,Tangaradona
Andhra Pradesh,Anantapur,Anantapur
Andhra Pradesh,Anantapur,Dharmavaram
Andhra Pradesh,Anantapur,Gooty
Andhra Pradesh,Anantapur,Gorantla
Andhra Pradesh,Anantapur,Guntakal
Andhra Pradesh,Anantapur,Hindupur
Andhra Pradesh,Anantapur,Kadiri
Andhra Pradesh,Anantapur,Kalyandurg
Andhra Pradesh,Anantapur,Narayanapuram
Andhra Pradesh,Anantapur,Penukonda
Andhra Pradesh,Anantapur,Puttaparthi
Andhra Pradesh,Anantapur,Uravakonda
Andhra Pradesh,Chittoor,Tirumala - Tirupati
Andhra Pradesh,Chittoor,Angallu
Andhra Pradesh,Chittoor,Badikayalapalle
Andhra Pradesh,Chittoor,Chandragiri
Andhra Pradesh,Chittoor,Chittoor
Andhra Pradesh,Chittoor,Kuppam
Andhra Pradesh,Chittoor,Madanapalle
Andhra Pradesh,Chittoor,Madanapalle
Andhra Pradesh,Chittoor,Madanapalli
Andhra Pradesh,Chittoor,Nagari
Andhra Pradesh,Chittoor,Pakala
Andhra Pradesh,Chittoor,Penumur
Andhra Pradesh,Chittoor,Pileru
Andhra Pradesh,Chittoor,Puttur
Andhra Pradesh,Chittoor,Renigunta
Andhra Pradesh,Chittoor,Srikalahasti
Karnataka,,
Karnataka,,Amravati
Karnataka,,Barur
Karnataka,,Beltangadi
Karnataka,,Bettadapura
Karnataka,,Chikhli
Karnataka,,ChikmagalÃ…Â«r
Karnataka,,Gunjur
Karnataka,,Horanadu
Karnataka,,Hosanagara
Karnataka,,Kengeri Satellite Town
Karnataka,,Kudur
Karnataka,,Maski
Karnataka,,Muddebihal
Karnataka,,Narikombu
Karnataka,,Shiruru
Karnataka,,Sringeri
Karnataka,,Uppur
Karnataka,BELAGAVI,Angol
Karnataka,BELAGAVI,Belgaum
Karnataka,BELAGAVI,Benchinmardi
Karnataka,BELAGAVI,Gundwad
Karnataka,BELAGAVI,Konnur
Karnataka,BELAGAVI,Kudachi
Karnataka,BELAGAVI,Nipani
Karnataka,BELAGAVI,Ramdurg
Karnataka,BELAGAVI,Saundatti
Karnataka,BAGALKOT,Bagalkot
Karnataka,BAGALKOT,Bilagi
Karnataka,BAGALKOT,Guledagudda
Karnataka,BAGALKOT,Ilkal
Karnataka,BAGALKOT,Jamkhandi
Karnataka,BAGALKOT,Kerur
Karnataka,BAGALKOT,Lokapur
Karnataka,BAGALKOT,Mahalingpur
Karnataka,BAGALKOT,Mudhol
Karnataka,BAGALKOT,Rabkavi
Karnataka,BAGALKOT,Terdal
Karnataka,VIJAYAPURA,Bijapur
Karnataka,VIJAYAPURA,Chadchan
Karnataka,VIJAYAPURA,Talikota
Karnataka,KALABURGI,Afzalpur
Karnataka,KALABURGI,Aland
Karnataka,KALABURGI,Gulbarga
Karnataka,KALABURGI,Medak
Karnataka,KALABURGI,Seram
Karnataka,BIDAR,Basavakalyan
Karnataka,BIDAR,Bhalki
Karnataka,BIDAR,Bidar
Karnataka,BIDAR,Bompalli
Karnataka,BIDAR,Gokul
Karnataka,BIDAR,Kamalnagar
Karnataka,RAICHUR,Channahalli
Karnataka,RAICHUR,Channahalli
Karnataka,RAICHUR,Hatti
Karnataka,RAICHUR,Kavital
Karnataka,RAICHUR,Lingsugur
Karnataka,RAICHUR,Manvi
Karnataka,RAICHUR,Raichur
Karnataka,KOPPAL,Anegundi
Karnataka,KOPPAL,Anegundi
Karnataka,KOPPAL,Koppal
Karnataka,GADAG,Gadag
Karnataka,GADAG,Gajendragarh
Karnataka,GADAG,Lakshmeshwar
Karnataka,DHARWAD,Annigeri
Karnataka,DHARWAD,Dharwad
Karnataka,DHARWAD,Hubli
Karnataka,DHARWAD,Kalghatgi
Karnataka,DHARWAD,Kundgol
Karnataka,DHARWAD,Old Hubli
Karnataka,DHARWAD,Saunshi
